230092046886466.56, 146199603397319.47
231301371959712, 146507058924415.75
255696747663780.75, 152709273086467.12
324243632244058.7, 170136447132300.5
-1191915712453207, -215327793044970.44
264692692517740.34, 154996377710355.2
149515094829686.5, 125713937620172
297377068360926.8, 163305964789131.4
283247428662250.3, 159713683509806.88
284314974855978.5, 159985093559059.78
255886389435947.5, 152757487096340.03
267336437718364.44, 155668516320683.34
146962633265632.5, 125065006714056.56
192577920503537.22, 136662113638947.6
18009317231143.703, 92280265349356.02
145567973628786.88, 124710432230112.77
279574801440828.44, 158779964724699.6
192291660896262.53, 136589335772691.31
305504189194257.8, 165372181950147.75
267128347198796.84, 155615611951301.75
278755639721293.7, 158571703270580.6
283356590580005.44, 159741436539744.6
304688430671280.25, 165164785715492.44
294114326749733.5, 162476454210014.44
270124185093629.03, 156377265653377.72
332988932809275.5, 172359828631931.9
204254532962634.12, 139630743925158.69
284820695818501.8, 160113666685125.03
202828416428626.4, 139268171924987.22
302195579058157.7, 164531009881647.72
280101763233588.2, 158913938061841.9
204391084448559.44, 139665460404631.22
307555144633248.6, 165893611299043.72
259636425349733.2, 153710886057472
277149334107461.44, 158163320487402.9
248898681262107.6, 150980951119940.06
57030028243615, 102200785098289.4
245296118551698.97, 150065045346107.38
186561573789645.62, 135132533965924.31
9475220551056.926, 90110579752723.8
267368429058601.75, 155676649712269.1
323632476220633, 169981068482277.03
259107141505424.47, 153576322368240.97
149329519388743.34, 125666757423322.03
209497391307340.47, 140963674012795.88
259816458770740.4, 153756657266202.66
264859138249483.88, 155038694421815.38
338775466185363.3, 173830981185174.56
272611372396807.25, 157009601408423.03
193336028767628.7, 136854853028123.39
342880463026593.5, 174874624449894.12
-2527643458843234, -554919592974638.25
281927119893462.6, 159378011788928.62
269489237728634.94, 156215838357192.78
321618553671664.25, 169469054274912.1
277756955134566.28, 158317800409548.22
261322058239220.8, 154139436792087.5
256329810729228.03, 152870221323445.25
289504723095517.2, 161304521077586.56
139926175152486.1, 123276076685290.53
107280529596462.77, 114976336289691.38
275180636126300.88, 157662804051514.62
285515272339138.5, 160290253936134.38
293892355750697.8, 162420020905174.88
302390695186750.3, 164580615677052.62
282937131048817.56, 159634794286052.78
104134875415210.03, 114176593701237.3
-1053244046417368.9, -180072284730774.3
336986749781654.4, 173376222777451.97
287956322940335.9, 160910860021184.53
268876249258438.6, 156059993830871.7
276169227245755.38, 157914140776799.7
243207139938258.53, 149533949088453
62061645354156.2, 103480009787410.05
295499890616753.7, 162828716210104.3
233697841193546.84, 147116330763526.3
268793078364617.38, 156038848688374.75
-96381867444947.53, 63197760770688.78
299264956764718, 163785936417213.9
322870759697964.94, 169787411739225.84
311343486153923.06, 166856748973791.47
286072550692776.5, 160431934873499.97
277285656325994.5, 158197978678555.38
277819222596689.47, 158333631120257.5
320842250777334.2, 169271689132285.8
266822382297286.25, 155537824264477
269886914799869.56, 156316942697337.2
305127020648756.5, 165276291641969.44
287817383781203.7, 160875536506150.94
277801994206826.25, 158329251021139.72
268828526064068.8, 156047860815353.94
299906426568443.7, 163949021960534
262835304013818.5, 154524160294103.84
233421443372389.97, 147046060131028.8
267282857002220.5, 155654894104714.53
291340763417818.8, 161771310990036.12
176656143306971.47, 132614204182193.6
293724547268794.8, 162377357731809.7
219837733481940.44, 143592574565660.28
299670257056878.75, 163888978864373.4
289829174024538.25, 161387008601913.97
333349925556057.4, 172451606448910.34
283009382269369, 159653163240430.25
250308295776413.7, 151339327691373.8
288433302126057.8, 161032125915859.62
267856455019517.6, 155800724109112.1
251389802763530.75, 151614287094878.16
170580968468092.2, 131069668206207.34
323430394559466.5, 169929691788760.12
301426146879492, 164335391531139.5
213552275589387.6, 141994576796367.2
286156535973550.1, 160453287063527.16
59299686218564.51, 102777816786835.89
285832682138006.44, 160370951342626.22
250817458602567.22, 151468775867514.56
292500958140289.4, 162066275749986.28
287029716055461.25, 160675281999606.25
284948123704214.75, 160146063605221.56
249632989776404.28, 151167639725269.75
302886014385020.2, 164706544286782.25
277119861778498.47, 158155827522412.3
335358263581347.5, 172962200862119.72
287323975615856.9, 160750093752249.22
273730377960965.22, 157294094348463.2
292888060386068.2, 162164691575184.28
234841607494928.44, 147407118806250.44
281203107744002.28, 159193940903472.62
188484472135580.66, 135621406426755.25
263986068489270.28, 154816727533625.5
189299542051939.97, 135828627591931.34
283686623907912.7, 159825343318026.1
305301597647356.75, 165320675624664.44
291061053568038.8, 161700198316363.25
-143404039475658.5, 51242971271355.45
324987462269634.5, 170325556460836.75
300484147312781.44, 164095900115874.1
282191126788151.94, 159445132185883.53
162361884303009.56, 128980070537118.53
-116700034974668.1, 58032124958047.94
264804848552186.3, 155024891956400.75
319628382044332.8, 168963078437454.94
12553988046544.916, 90893317251576.67
275014888031712.6, 157620664705432.88
245896471604669.56, 150217677478218.53
250694373592019.66, 151437483068222.78
288547873011022.44, 161061254106952.3
288780026680895.2, 161120276226411.5
324393119878739.44, 170174452463151.56
279894828783268.34, 158861327608370.75
116056736963998.92, 117207575450929.39
329603176682409.3, 171499043175948.97
-604216899570295.2, -65912840617111.5
272435109081267.88, 156964788701082.5
-222155809285138.34, 31221334879114.812
304786265863534.1, 165189659069455.28
284144025472770.06, 159941631851464.44
233009875586176.38, 146941424253177.88
341052256064347.2, 174409826069662
-12428428634912.297, 84541855383409.58
254334619283164.28, 152362969260886.7
272557165254664.97, 156995819931607.2
268453082193121.84, 155952408983757.25
313632461261109.7, 167438691797652.47
305306353582492.6, 165321884760715.94
260693381926191.44, 283905611076081.56
278626367598553.38, 271178976082792.44
-738881175691925.4, 993281103579261.2
282951753407226.7, 268109347444379.12
-202671856682706.88, 612745457830783.6
204124398971791.38, 324051340914688.06
286992965723073.75, 265241390317003.78
226819196206092.3, 307945355780668
279431180999414.28, 270607818185407.28
287131665109061.8, 265142958494689.7
229004850491894.1, 306394246287518.4
265094267148057.8, 280782402208950.6
260187923176863.6, 284264323736894.9
253017942993118.16, 289352696770520.7
279239069403300.03, 270744155447165.78
246940953630161.5, 293665398899070.56
274186463624382.88, 274329875677365.06
248555225602967.22, 292519786531272.94
282835246344459.1, 268192029876020.62
77714514516491.53, 413761581495868.6
183856928645530.03, 338434706952680
271001736612806.6, 276590004524290.16
270135526216293.38, 277204734483106
292554730233869.7, 261294331631922.8
257470519083472.16, 286192804061237.2
276480848730257.62, 272701602376421.7
228211801269605.3, 306957055413013.6
270294562389471, 277091870102141.22
279510489452327.84, 270551534767210.56
288716849377213.1, 264017989014066.16
280984428201903.9, 269505513719124.3
287972399545744.1, 264546308249302.22
287437221924594.8, 264926111722375.94
275447912209104.16, 273434654101111.25
257653973984195.44, 286062610260723.9
214453576397607.28, 316720956935076.75
293636393315869.6, 260526699767277.7
290399609324242, 262823772277465.03
247972673328311.6, 292933210726189.8
248427805198301.25, 292610213915229.44
228361442536221.4, 306850858385092.56
291788768636955.9, 261837917281345.5
284463733902892.94, 267036329028099.84
238233086856407.6, 299845175319154
262776017236173.8, 282427611823836
274752988213978.7, 273927825968619.62
269700653743450.78, 277513353657381.38
236941871721714.34, 300761521543775
273007168946829.25, 275166794480790.22
289246485540450.94, 263642118188542.56
227996907511463.6, 307109560660727.1
283381421030535.8, 267804422034288.78
253770302363600.2, 288818764314049.56
177317903054247.2, 343075305759396.9
292395359555226.1, 261407433403863.4
286519525026430.7, 265577380488815
271625423096748.97, 276147388309879.44
268693655892761.4, 278227997293354.5
244553037652630.97, 295360048947640.6
277883496364404.6, 271706175023156.1
224083848678182.75, 309886570155313.5
279195993494296.84, 270774725447103.53
273393597239166.72, 274892555047518.47
249528172646784.84, 291829307984047.5
221309261527228.4, 311855632004377.9
274068067974410.88, 274413898396700.03
243887454047486.03, 295832398602904.75
285620021425028.8, 266215737883358.25
282159051249968.56, 268671910265659.1
282684833332598.7, 268298774594115.12
266418404177126.75, 279842692059288.75
255979753433774.16, 287250766780377.7
207029401985226.12, 321989725872895.6
279205873499760.03, 270767713830323.2
251448405344455.62, 290466562198603.75
258947563179242.44, 285144579219077.6
250588816362666.28, 291076593088905.9
221531631644699.12, 311697820953269.6
276782488629326.72, 272487535351275.88
247979583166357.78, 292928306970157.06
268567131154778.2, 278317789042890.97
282599731703912.8, 268359169298343.8
283226982931801.94, 267914023265648.3
293622461121948.8, 260536587130705.34
250005749386035, 291490382556192.56
283644691163732.4, 267617585165568.62
262254836486552.34, 282797482033244.8
257197766195140.75, 286386370627149.8
251104348479978.4, 290710731586297.25
241544710846150.8, 297494990552239.44
253412366373063.6, 289072783404107.75
269688507902788.6, 277521973286238.4
276833393607423.72, 272451409237787.7
291442027973987.44, 262083991300226.34
291966319291777.8, 261711913590826.72
-201064080802600.56, 611604455593288.8
263413712173843.97, 281975054126134.6
260349089824223.8, 284149947406510.2
279079922253288.5, 270857098585883.66
255665000883473.2, 287474139558010.6
244230543836462.06, 295588915526857.25
121239517165014.4, 382872869938852.4
-247284465367714.88, 644406018833047.4
247401206182599.7, 293338768055404.75
271723824856040.94, 276077554803285.12
286342943778851.06, 265702696212903.75
206056187504952.5, 322680394213735
263389433121279.28, 281992284421503.06
-311997907543652.7, 690331687474035.5
253779767533799.66, 288812047096488.6
279577742827509.3, 270503806565468.88
249508607489986.3, 291843192934033.56
282930284183594.4, 268124583667602.06
268322073323963.5, 278491701051856.22
289674000513266.1, 263338720465899.53
265353296456355.03, 280598574957900.94
216433081170321.8, 315316147096376.1
269357232243484.78, 277757072141228.22
274290669208287.22, 274255923327497.47
205472368253270.88, 323094717553638.06
291466753237121.8, 262066444339292.25
254493851482341.34, 288305277842684.9
276514893180887.2, 272677441798555.53
273974319849722.28, 274480429323898.38
232067344522818.75, 304220863426862.2
288940559845152.75, 263859226746496.12
265499470960345.34, 280494838213133.62
244423977277941.97, 295451640181290.9
268557613831229.3, 278324543272506.28
285392425517784.56, 266377257559467.1
247371396614211.38, 293359923232970.6
283776623881002, 267523955495248.25
276238237330084.8, 272873778208802.38
268867838104868.4, 278104384110568.88
-346845143964405, 715061984288762.9
288376200341732.56, 264259739942471.72
268784242674062.2, 278163709900173.28
291805095255052.9, 261826330649147.62
273855992796335.16, 274564403361786.03
290843891605700.2, 262508475174494.72
222801756080626.6, 310796442321321.1
269345828852052.66, 277765164870631.66
275565382808806.38, 273351287869064.5
154435753587090.3, 359314250542540.44
254793825496008.62, 288092393058791.94
227395702104671.9, 307536222562321.25
282045914574490.06, 268752200809547.06
236206251133081.5, 301283574864740.25
257976767684580.62, 285833530860450.5
248648275100336.88, 292453751404107.4
286260411606857.3, 265761267431738.03
161113168868769.12, 354575439697478
264084213732666.72, 299164354205220.25
281427266506759.62, 285650287108524.5
279733028736501.28, 286970472384050.5
-1027376823724169.5, 1305497630145612
